DIVISION_NAME,DEPARTMENT_NAME,ART_SV_NAME,BARCODE,UOM,END_QTY,NORMAL_COST
04 DRY FOOD,0470 HOUSEHOLD,โทมิพื้นเนเชอรัลชมพู550มล,8851989041353,mL,26,51.672
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,AA สมุดสันห่วงA6 60S บ้านแมว,8858741764222,pc,24,25.23
04 DRY FOOD,0470 HOUSEHOLD,ไฟน์ไลน์อัดกลีบผ้า500 มล.ชมพู,8851989030487,mL,41,16.81
04 DRY FOOD,0420 SWEETED GROCE.2,IMP_ลอเรนซ์ เนเชอโรสแมร์รี่100,4018077711893,g,11,57.475
04 DRY FOOD,0460 HBA,แพนทีนวิตามินแอมพูล 0.7มล5ชิ้น,4987176370365,mL,30,58.22
06 PHARMACY,0630 WELL BEING,P_แอคเน่-เอดแบลคเฮดสครับ100มล,9314057019184,mL,4,168.22
04 DRY FOOD,0430 SALTED GROCERY,IMP_นงชิม บะหมี่ซอสถั่วดำ135*4,31146033348,g,4,143.938
05 FRESH FOOD,0560 PERISHABLE,ดัชชี่โยเกิร์ตวุ้นมะพร้าว 90*2,8851717909887,g,3,15.32
04 DRY FOOD,0430 SALTED GROCERY,ก็อดฟาเธอร์ซอสพริกรสเผ็ดมาก220,8857129819028,g,9,35.5
04 DRY FOOD,0461 FACE & COSMETICS,อินทูอิทแมตต์พาวเดอร์SMSP01,8858000028263,g,4,199.86
05 FRESH FOOD,0560 PERISHABLE,ดัชมิลล์นมเปรี้ยวคละรส 100*6มล,8851717032172,mL,7,35.34
05 FRESH FOOD,0560 PERISHABLE,WRF โบโลน่าไก่หมูพริก 1000 ก.,8859694427707,g,1,107
01 HARD LINE,0120 HOME ENTERTAIN,SAMSUNG UHD 50 UA50U8000FKXXT,8806097026761,pc,3,9449
04 DRY FOOD,0470 HOUSEHOLD,บรีสน้ำพาราไดซ์ม่วง 1350มล.,8851932378024,mL,52,147.651
04 DRY FOOD,0410 SWEETED GROCE.1,กลูเซอนาแอดวานซ์ธัญพืช 1600ก.,8886451012869,g,3,2178.145
04 DRY FOOD,0460 HBA,TVแป้งหอมเภสัช50G.(MP),8850233210279,g,6,8.773
04 DRY FOOD,0420 SWEETED GROCE.2,WBPเลย์คลาสโนริสาหร่าย48ก P6,8850718714926,g,94,91.364
04 DRY FOOD,0460 HBA,เบบี้มายด์LQSสเปเชียลคอล 180มล,8851123756587,mL,11,50.505
04 DRY FOOD,0470 HOUSEHOLD,แมกซ่า ยาจุดกันยุง 25ขดคู่,8854713002217,g,11,39.7
04 DRY FOOD,0470 HOUSEHOLD,วิกซอล ออกซี่ กลิ่นฟลอรัล เฟรช 700 มล.,8850092032708,mL,4,43.84
04 DRY FOOD,0470 HOUSEHOLD,KING STELLAเช็ดกระจก600MLหัวไก,8850299008537,cc,13,46.66
04 DRY FOOD,0440 BEVERAGE,ดอยคำไอซ์ป๊อป แตงโม 85มล.P6,8850773690227,mL,5.52,87.48
06 PHARMACY,0620 OVER THE COUNTER,P_SYRING BALL NO.1,8854536000117,,1,46.25
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,วาดเขียนปอนด์นอกA4/8,8851752179702,pc,17,40
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,คลิปบอร์ดA4 CX-A4-2060,8856602067857,pc,1,26
06 PHARMACY,0630 WELL BEING,P_เซราวี มอยซ์เจอร์โลชั่น236มล,3337875597210,mL,2,359.81
06 PHARMACY,0620 OVER THE COUNTER,P_โอตริวิน เอ็มดี (นิว) สเปรย์ 0.1%,8852364000972,,12,127.34
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,BONGKOCH GIFTSET ชุดระบายสี+สี,8859733219928,pc,11,64.35
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,FO-024 ป.สมูทอิ๊งนง-ด0.7 มม P2,8935001860709,pc,4,14.58
04 DRY FOOD,0440 BEVERAGE,แอนลีนแอคติฟิตจืด 0% 125มล.P4,9415007029632,mL,9,51.667
05 FRESH FOOD,0570 FROZEN,วอลล์คลาสสิค มะนาวดีไลท์ ใหม่ 490 ก.,8851932348140,g,17,66.857
04 DRY FOOD,0460 HBA,คอลเกตโททอลพลัคเจนเทิลมิ้น95ก,6920354835926,g,6,108.583
06 PHARMACY,0630 WELL BEING,P_เซราวีโฟมมิ่งคลีนเซอร์88มล,3337875597340,mL,4,189.719
04 DRY FOOD,0460 HBA,แป้งเอนชานเตอร์200อัลเลอร์ริ่ง,8888202027405,g,6,77.24
06 PHARMACY,0630 WELL BEING,P_เพียวริก้าส์เจล 8 กรัม,8859554300010,g,3,209.02
04 DRY FOOD,0420 SWEETED GROCE.2,โลตัสน่องไก่ แซ่ปซี้ด 50 ก.,8850157514996,g,34,8.667
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_FBC FILMTAB 100'S,8901296058480,unit,3,31.44
06 PHARMACY,0670 VITAMINS AND SUPPLEMENTS,P_MEGA NAT C GUMMY 25 POUCHES,8850769012682,,7,121.03
04 DRY FOOD,0420 SWEETED GROCE.2,TKN สาหร่ายทอด คลาสสิค 26ก.,8857107230043,g,20,27.527
06 PHARMACY,0620 OVER THE COUNTER,P_DEWAX BOTTLE15ML,8901296058459,mL,2,55
04 DRY FOOD,0440 BEVERAGE,ดอยคำน้ำมะเขือเทศ100% 180 มล.,8850773511461,mL,67,14.95
04 DRY FOOD,0430 SALTED GROCERY,ครีมสลัดสุขุม460G(M),8850384130037,g,19,60.45
04 DRY FOOD,0460 HBA,แอ็กซ์ สเปรย์ ดาร์ค เทม50มล,8851932431095,mL,31,62.749
04 DRY FOOD,0420 SWEETED GROCE.2,ไลน์เฟรนด์ กัมมี่ แบร์ 90กรัม,8888235190879,g,10,24.86
04 DRY FOOD,0430 SALTED GROCERY,ตรามือพริกขี้หนูป่นขวดแก้ว45G(M),8850885081661,g,5,27.5
06 PHARMACY,0620 OVER THE COUNTER,P_แอร์เอ็กซ์ รสมินท์ แผง10เม็ด,8852673000144,pc,6,11.708
04 DRY FOOD,0440 BEVERAGE,ไอวี่โยเกิร์ตUHTสตรอเบอรี180P4,8859645300127,mL,16,31.39
04 DRY FOOD,0460 HBA,ซันซิลเขียว แชม+แชม 425มล.,8851932450263,mL,9,163.257
04 DRY FOOD,0461 FACE & COSMETICS,วาสลีนเอมิลี่ลิปสีรูจโรมานซ์3ก,8886467078118,g,24,96.776
04 DRY FOOD,0420 SWEETED GROCE.2,WBPฮอลล์ลูกอมมิกซ์ฟรุต100เม็ด,7622201723538,pc,13,47.874
02 HOME LINE,0210 HOUSEWARE,เบสิโคไม้แขวนเสื้อสีขาว145PX6,8850763033386,pc,8,46.58
04 DRY FOOD,0440 BEVERAGE,ตราหมี นมสเตอริไลส์ 140MLX6,8850124000033,mL,38,63.639
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,BRR สมุดบันทึก A5 เส้น KUB006,8856602092828,pc,12,22
06 PHARMACY,0610 PRESCRIPTION,P_ไอโคลิด แผง 10 เม็ด,8852294240011,unit,16,9.1
04 DRY FOOD,0460 HBA,จัสท์โมเดอร์น กลูเจล 200 มล.,8852053111514,mL,5,68.063
04 DRY FOOD,0420 SWEETED GROCE.2,เดนทีนไอซ์ชูการ์ฟรีเชอร์รี 8ม.,7622201704513,g,297,11.024
04 DRY FOOD,0470 HOUSEHOLD,มาจิคลีนพื้นอควาติกเพียว700มล.,8851818800779,mL,10,53.46
04 DRY FOOD,0420 SWEETED GROCE.2,สารัชมะขามคลุกรสดั้งเดิม 70ก.,8857102250473,g,6,14.018
06 PHARMACY,0620 OVER THE COUNTER,P_ไทเกอร์พลาสพยุงเข่าเสริมแกนS,8850672120092,pc,2,473.83
04 DRY FOOD,0430 SALTED GROCERY,น้ำปลาตราปลาหมึก300CC.(M),8850620888234,cc,1,14.734
04 DRY FOOD,0470 HOUSEHOLD,มาจิคลีนห้องครัว สเปรย์ 500 มล.,8851818453807,mL,11,56.54
04 DRY FOOD,0420 SWEETED GROCE.2,ลูกอมฮิตโต้140Gรวมรส,8850425004242,g,13,15.415
04 DRY FOOD,0461 FACE & COSMETICS,มิสทินวิงส์เอ๊กตร้าพาวเดอร์S2,8855629000137,g,1,164.6
04 DRY FOOD,0470 HOUSEHOLD,ฟาร์เซนต์บลูเพาเวอร์65G.,4710731090107,g,15,32.5
04 DRY FOOD,0472 PAPER,ลอรีเอะ ซอฟท์&เซฟกางเกงXL-XXL5,6908594415832,pc,25,100.934
04 DRY FOOD,0460 HBA,โพรเทคส์เจลอาบน้ำอาไซอิ380มล,8850006953518,mL,8,106.5
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,M&Gเทปลบคำผิด20ม.ACT77706-BS,6936965461126,pc,6,33.5
04 DRY FOOD,0420 SWEETED GROCE.2,BPมอลคิสท์ สาหร่าย14ก P24,8996001312902,g,39,32.187
04 DRY FOOD,0470 HOUSEHOLD,ซันไลต์พลัสแอนตี้แบค 2800มล.,8851932464697,mL,19,159.6
04 DRY FOOD,0440 BEVERAGE,นมโฟร์โมสต์ยูเอชทีรสตอร์เบอร์รี่225มล.แพ็ค6,8850188900157,mL,21,66.708
02 HOME LINE,0210 HOUSEWARE,โหลทรงจตุรัส Q11 500มล.,8809302285137,pc,23,88.137
04 DRY FOOD,0460 HBA,เฮด&โชว์เดอร 2IN1 แอป370แพคคู่,4987176246844,mL,9,178
04 DRY FOOD,0440 BEVERAGE,บลู ซีC200% รสพีช 500 มล.,8850389116814,mL,11,14.92
05 FRESH FOOD,0560 PERISHABLE,บ๊วยคืนชีพ 50 ก.,8858820000616,g,12,31.14
04 DRY FOOD,0420 SWEETED GROCE.2,โดโซะคอร์นชีสผสมมันเทศ56ก,8851004832560,g,78,20.085
05 FRESH FOOD,0560 PERISHABLE,ฮูเร่DYGโปรตีนออริจินัล230มลX3,8859488112185,mL,4,76.45
04 DRY FOOD,0460 HBA,ครีมนวดขิงเพียว สุตรอ่อนโยน,8858927600078,,13,110.9
05 FRESH FOOD,0560 PERISHABLE,IMP_AWสแน็คชีสORIGIN120G,8850332314007,g,16,85.98
04 DRY FOOD,0472 PAPER,HPPก.เช็ดปากขาว 33X32ซม 50ผ,8858779902610,sh,15,17.9
04 DRY FOOD,0420 SWEETED GROCE.2,เท็นจัง ปลาแผ่น บาร์บีคิว 35G,8850112000717,g,52,16.139
04 DRY FOOD,0410 SWEETED GROCE.1,เอส 26 สมาร์ทซี2 2500 กรัม,8850124022356,g,4,1275.932
04 DRY FOOD,0430 SALTED GROCERY,ไฮคิวน้ำจิ้มไก่ 730 กรัม,8850511321437,g,16,25
02 HOME LINE,0210 HOUSEWARE,BESICO กระทะ24ซม GLAM,8852504001241,pc,6,137.692
04 DRY FOOD,0420 SWEETED GROCE.2,ตะวันรสลาบแซ่บ56-67กรัม,8850718811137,g,12,14.123
02 HOME LINE,0210 HOUSEWARE,SPIN MOP ชุดถังปั่นเมจิกม็อบ,6920681010317,pc,2,363.771
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,M&Gเจลแดง+น้ำเงินP.2AGP30173AC,6953787304387,pc,10,21
04 DRY FOOD,0461 FACE & COSMETICS,DI_มาส์กหน้าเจลน้ำผึ้ง22ML,8809435402166,mL,44,8.858
04 DRY FOOD,0472 PAPER,เซลล็อกซ์ก.ชำระยาวสองเท่า24ม,8850046172245,ro,3,261.5
04 DRY FOOD,0472 PAPER,วีแคร์สำลีก้อน 100กรัม,8854588000172,,32,32.566
04 DRY FOOD,0470 HOUSEHOLD,ไฟน์ไลน์ปรับมายแอนแคขาว450 2+1,8851989837109,mL,11,90.43
04 DRY FOOD,0472 PAPER,สก๊อตต์ก.ชำระยาวพิเศษสีขาว32ม,8850039205325,ro,5,288.009
04 DRY FOOD,0410 SWEETED GROCE.1,เนเจอร์กิฟ โกโก้มิกซ์ 150 กรัม,8858755200822,g,5,88.13
04 DRY FOOD,0420 SWEETED GROCE.2,ทองการ์เด้นถั่วลันเตาวาซาบิ400,8850291100475,g,15,71.55
04 DRY FOOD,0460 HBA,วีไวต์เคลียร์&ไวท์โรลออน45มล.,8851989070070,mL,11,62.54
04 DRY FOOD,0461 FACE & COSMETICS,นีเวียเมนดีพ สครับมัดโฟม150ก,8850029032832,g,27,133.13
04 DRY FOOD,0420 SWEETED GROCE.2,เบสท์มะม่วงหวาน 60กรัม,8850414020048,g,22,14
04 DRY FOOD,0461 FACE & COSMETICS,นีเวีย สกินโกลว์ไมเซล่า 400มล.,8850029045320,mL,3,195.61
04 DRY FOOD,0410 SWEETED GROCE.1,คอฟฟี่บีนกาแฟคั่วเมล็ดES250ก,8852927250028,g,9,175.699
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,MAYFLOWERวาดเขียนM610,8850944610153,pc,3,24.3
04 DRY FOOD,0472 PAPER,HPP สำลีแผ่น 50 กรัม,8859364204447,g,50,13.83
04 DRY FOOD,0460 HBA,ลักส์LQSสปาร์คกลิ้งชมพู700กรัม,6902088987522,g,8,157.06
04 DRY FOOD,0430 SALTED GROCERY,ทิพรสน้ำปลาแท้500มล.,8850545555112,mL,13,16.823
04 DRY FOOD,0430 SALTED GROCERY,เด็กสมบูรณ์ ซอสปรุงรสฝาเขียว 300 ซ๊ซี(M),8850206212118,cc,7,19.86
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,HORSE แปรงลบกระดาน H-01,8851552658063,pc,4,15
04 DRY FOOD,0470 HOUSEHOLD,WBPเบบี้มายด์ซักผ้าซากุระ2400,8851123742689,mL,4,162.757
04 DRY FOOD,0410 SWEETED GROCE.1,ไฮคิวซูเปอร์โกลด์3 3850,8851359711244,g,3,2049.16
04 DRY FOOD,0472 PAPER,เอลิส แบบกางเกงสีดำ L-XL 5ชิ้น,8858947833135,pc,8,133.84
04 DRY FOOD,0420 SWEETED GROCE.2,โก๋แก่ถั่วลิสงรสต้มยำ180ก.,8852023006956,g,21,29.575
02 HOME LINE,0210 HOUSEWARE,3M ฟองน้ำใยขัดเล็กไม่มีแผงA(M),8850304000068,pc,61,15.52
06 PHARMACY,0620 OVER THE COUNTER,P_ขลอ ยาทารักษาแผลในปาก,8850138010394,pc,5,36.45
04 DRY FOOD,0440 BEVERAGE,BPเครื่องดื่มลิโพวิตันดี100CCP10(M,8851123211093,cc,0,
04 DRY FOOD,0420 SWEETED GROCE.2,ทองการ์เด้นลันเตาเคลือบหมึก80ก,8850291111716,g,8,14.3
02 HOME LINE,0220 HOME DECOR,BESผขน.29X60กุญแจจีนนง.15.5L,2000006320582,pc,7,245
04 DRY FOOD,0440 BEVERAGE,โออิชิชาเขียวญี่ปุ่น500มล.(MP),8854698005289,mL,165,20.545
04 DRY FOOD,0440 BEVERAGE,ไทยเดนมาร์คโอเมก้าUHT180มล.P3,8852537121633,mL,96,31.136
04 DRY FOOD,0470 HOUSEHOLD,โปรน้ำยาล้างจาน 400 มล. แพ็ค 3,8850002907782,mL,49,24.75
02 HOME LINE,0240 HOME IMPROVEMEN,DIFF ม่านบังแดดในล่อน(คู่),8851984158520,pc,24,42
06 PHARMACY,0610 PRESCRIPTION,P_แอนพลัส520  10 เม็ด,8851473008220,pc,1,27.64
04 DRY FOOD,0430 SALTED GROCERY,เกลือทิพย์1000G,8850069020073,g,36,8.333
04 DRY FOOD,0440 BEVERAGE,ชิซึโอกะ มะลิ ไม่มีน้ำตาล440มล,8858891310980,mL,44,23.271
06 PHARMACY,0620 OVER THE COUNTER,P_BB FEVERเบบี้กล่อง 4 ชิ้น,4987188162682,pc,8,61.63
04 DRY FOOD,0420 SWEETED GROCE.2,IMP_โซซอฟ ช็อกโกแลตพายสอดไส้มาร์ชแมลโลว์,8935006331495,,24,30.74
02 HOME LINE,0230 RECREATION,ตุ๊กตากระต่ายแสนซน 17 นิ้ว,8851642141505,pc,4,230
04 DRY FOOD,0472 PAPER,เฟสต้ากระดาษเช็ดหน้า220แผ่น*4,8850456104171,sh,12,78.645
02 HOME LINE,0220 HOME DECOR,BESผขน.27X54กุญแจจีนนง.12.5L,2000006320544,pc,12,205
04 DRY FOOD,0430 SALTED GROCERY,IMP_แม็กกาแรต ผงวาซาบิ35G(M),8850358371213,g,19,54.15
04 DRY FOOD,0470 HOUSEHOLD,สปาคลีนถูพื้น700โมเดิร์น 1แถม1,8858814205720,,13,46.87
02 HOME LINE,0230 RECREATION,BSK_ปืนยิงโฟม2IN1,8859701905624,pc,3,130
02 HOME LINE,0210 HOUSEWARE,RW ถังผงทานตะวัน 9.5 ลิตร#9278,8850421792785,pc,23,51.7
02 HOME LINE,0210 HOUSEWARE,เบสิโคฟ้าตะกร้าผ้ามีหู # 1025,8853228024585,pc,12,86.25
04 DRY FOOD,0470 HOUSEHOLD,โคโดโมล้างขวดโอกานิคุ600มลถุง,8850002036444,mL,24,27.67
04 DRY FOOD,0461 FACE & COSMETICS,CDซีซีครีม7มล#1,8858842078396,mL,9,18.69
04 DRY FOOD,0472 PAPER,ไลฟ์รี่ซึมซับตลอดคืน M16 ชิ้น,8851111627011,pc,2,449.35
04 DRY FOOD,0420 SWEETED GROCE.2,โลตัสขนมขาไก่ทรงเครื่อง50-60ก.,8850157500371,g,64,8.667
04 DRY FOOD,0430 SALTED GROCERY,จายาคัพบะหมี่ถ้วยรสต้มยำกุ้ง60,8858829603603,g,17,36.505
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,ควอนตั้มชุดดินสอ 2B,8851907212643,pc,12,10.23
01 HARD LINE,0112 MAJOR APPLIANCE,H_TOSHI ตย. 2D 8.4Q GR-RT310WE,6954903822167,pc,1,6843
06 PHARMACY,0610 PRESCRIPTION,P_เมดิฟาส 60 มก กล่อง 10 เม็ด,2000008070621,pc,3,25
04 DRY FOOD,0470 HOUSEHOLD,อาท เจ็ทโกลด์ ลาเวนเดอร์ 300มล,8850273111017,mL,3,50
04 DRY FOOD,0430 SALTED GROCERY,ง่วนเชียงซีอิ๊วขาวสูตร1 700CC(M),8851912010012,cc,6,41.21
04 DRY FOOD,0472 PAPER,WBPลอรีเอะซอฟท์เซฟไน35ซม4P6,8851818931916,pc,8,114.945
02 HOME LINE,0210 HOUSEWARE,BKS กระทะย่าง28ซม.GREEN,2000008619820,pc,11,211.943
04 DRY FOOD,0450 LIQUOR,สุราบ๊วยตรา ไฮ่ ขนาด 250 มล,8854794000621,mL,14,97.2
04 DRY FOOD,0470 HOUSEHOLD,เป็ดสูตรขจัดคราบโปร900มล.(น้ำ(M),8850175046066,mL,23,45.985
04 DRY FOOD,0440 BEVERAGE,อิชิตันน้ำด่าง8.5+V.Dกิงโกะ550,8858891307164,mL,14,14.953
04 DRY FOOD,0470 HOUSEHOLD,ช้างเวป สเปรย์ 600มล ส้ม,8851688775054,mL,5,71.03
05 FRESH FOOD,0560 PERISHABLE,เมจิบัลแกเรียDYGกลมกล่อม150*3,8850329271207,mL,6,46.09
02 HOME LINE,0220 HOME DECOR,BESICO ผขน12X12ฟ้า PACK4,8859048337331,pc,112,56
04 DRY FOOD,0460 HBA,ไอศิกา สบู่เย็น 100 กรัม,8850485060165,g,11,35.88
